"Symbol","Description","Category2","Category3","GICS Sector","Market cap","Dividend yield","Country","Action"
"CHE","Chemed Corp","Common stocks","Mid cap","Health Care","$7,350,393,257","0.29%","USA","Analyze"
"BEPC","Brookfield Renewable Corporation Class A","Common stocks","Mid cap","Utilities","$7,342,104,962","3.40%","Canada","Analyze"
"SMG","Scotts Miracle Gro","Common stocks","Mid cap","Materials","$7,318,730,270","1.97%","USA","Analyze"
"OSK","Oshkosh Corp","Common stocks","Mid cap","Industrials","$7,313,254,436","1.27%","USA","Analyze"
"CACC","Credit Acceptance Corp","Common stocks","Mid cap","Financials","$7,294,016,377","0.00%","USA","Analyze"
"PLNT","Planet Fitness Inc Class A","Common stocks","Mid cap","Consumer Discretionary","$7,288,786,843","0.00%","USA","Analyze"
"STWD","Starwood Property Trust Inc","Mortgage REITs","Mid cap","Financials","$7,282,318,344","7.81%","USA","Analyze"
"SNV","Synovus Financial Corp","Common stocks","Mid cap","Financials","$7,280,702,179","3.28%","USA","Analyze"
"AN","AutoNation Inc","Common stocks","Mid cap","Consumer Discretionary","$7,269,461,164","0.00%","USA","Analyze"
"DKS","Dicks Sporting Inc","Common stocks","Mid cap","Consumer Discretionary","$7,213,923,642","1.50%","USA","Analyze"
"FIVN","Five9 Incinary","Common stocks","Mid cap","Information Technology","$7,190,177,696","0.00%","USA","Analyze"
"BC","Brunswick Corp","Common stocks","Mid cap","Consumer Discretionary","$7,139,524,928","1.46%","USA","Analyze"
"COLD","Americold Realty Trust","REITs","Mid cap","Real Estate","$7,136,410,960","3.28%","USA","Analyze"
"HTA","Healthcare Trust of America, Inc","REITs","Mid cap","Real Estate","$7,134,186,969","4.08%","USA","Analyze"
"CASY","Caseys General Stores Inc","Common stocks","Mid cap","Consumer Staples","$7,109,443,542","0.72%","USA","Analyze"
"WU","Western Union","Common stocks","Mid cap","Information Technology","$7,083,495,774","5.12%","USA","Analyze"
"SRPT","Sarepta Therapeutics Inc","Common stocks","Mid cap","Health Care","$7,062,602,693","0.00%","USA","Analyze"
"VOYA","Voya Financial Inc","Common stocks","Mid cap","Financials","$7,052,948,170","1.09%","USA","Analyze"
"GMED","Globus Medical Inc Class A","Common stocks","Mid cap","Health Care","$7,034,930,626","0.00%","USA","Analyze"
"GNTX","Gentex Corp","Common stocks","Mid cap","Consumer Discretionary","$6,995,707,776","1.62%","USA","Analyze"
"ALK","Alaska Air Group Inc","Common stocks","Mid cap","Industrials","$6,949,106,791","0.00%","USA","Analyze"
"RGA","Reinsurance Group Of America Inc","Common stocks","Mid cap","Financials","$6,945,422,134","2.77%","USA","Analyze"
"ITT","ITT Inc","Common stocks","Mid cap","Industrials","$6,940,861,000","1.13%","USA","Analyze"
"GME","Gamestop Corp Class A","Common stocks","Mid cap","Consumer Discretionary","$6,930,840,326","0.00%","USA","Analyze"
"OHI","Omega Healthcare Investors, Inc","REITs","Mid cap","Real Estate","$6,929,472,976","8.94%","USA","Analyze"
"EHC","Encompass Health Corp","Common stocks","Mid cap","Health Care","$6,923,882,910","1.60%","USA","Analyze"
"CACI","CACI International Inc","Common stocks","Mid cap","Industrials","$6,910,734,503","0.00%","USA","Analyze"
"AGNC","AGNC Investment Corp","Mortgage REITs","Mid cap","Financials","$6,898,576,292","10.44%","USA","Analyze"
"BOKF","BOK Financial Corp","Common stocks","Mid cap","Financials","$6,887,633,162","2.07%","USA","Analyze"
"DBX","Dropbox Inc Class A","Common stocks","Mid cap","Information Technology","$6,885,655,788","0.00%","USA","Analyze"
"LITE","Lumentum Holdings Inc","Common stocks","Mid cap","Information Technology","$6,859,000,000","0.00%","USA","Analyze"
"EXEL","Exelixis Inc","Common stocks","Mid cap","Health Care","$6,832,996,442","0.00%","USA","Analyze"
"COUP","Coupa Software Inc","Common stocks","Mid cap","Information Technology","$6,805,483,560","0.00%","USA","Analyze"
"MTZ","Mastec Inc","Common stocks","Mid cap","Industrials","$6,768,551,974","0.00%","USA","Analyze"
"AYI","Acuity Brands Inc","Common stocks","Mid cap","Industrials","$6,767,619,844","0.27%","USA","Analyze"
"CHNG","Change Healthcare Inc.","Common stocks","Mid cap","Health Care","$6,757,032,503","0.00%","USA","Analyze"
"BPOP","Popular Inc","Common stocks","Mid cap","Financials","$6,753,867,814","2.23%","USA","Analyze"
"CVNA","Carvana Class A","Common stocks","Mid cap","Consumer Discretionary","$6,665,724,000","0.00%","USA","Analyze"
"RNR","Renaissancere Holding Ltd","Common stocks","Mid cap","Financials","$6,611,876,146","0.96%","USA","Analyze"
"VAC","Marriott Vacations Worldwide Corp","Common stocks","Mid cap","Consumer Discretionary","$6,604,874,559","0.74%","USA","Analyze"
"PB","Prosperity Bancshares Inc","Common stocks","Mid cap","Financials","$6,603,262,567","2.79%","USA","Analyze"
"COHR","Coherent Inc","Common stocks","Mid cap","Information Technology","$6,594,297,452","0.00%","USA","Analyze"
"EEFT","Euronet Worldwide Inc","Common stocks","Mid cap","Information Technology","$6,579,454,301","0.00%","USA","Analyze"
"PII","Polaris Industries Inc","Common stocks","Mid cap","Consumer Discretionary","$6,557,914,835","2.28%","USA","Analyze"
"IBKR","Interactive Brokers Group Inc","Common stocks","Mid cap","Financials","$6,556,269,740","0.60%","USA","Analyze"
"NFE","New Fortress Energy LLC - Class A","Common stocks","Mid cap","Energy","$6,553,427,507","1.57%","USA","Analyze"
"AZTA","Azenta, Inc.","Common stocks","Mid cap","Information Technology","$6,540,164,618","0.34%","USA","Analyze"
"TXG","10x Genomics, Inc.","Common stocks","Mid cap","Health Care","$6,515,034,744","0.00%","USA","Analyze"
"SMAR","Smartsheet Inc. Class A","Common stocks","Mid cap","Information Technology","$6,496,053,889","0.00%","USA","Analyze"
"PEGA","Pegasystems Inc","Common stocks","Mid cap","Information Technology","$6,495,445,907","0.15%","USA","Analyze"
"DCI","Donaldson Inc","Common stocks","Mid cap","Industrials","$6,492,971,324","1.66%","USA","Analyze"
"CFX","Colfax Corp","Common stocks","Mid cap","Industrials","$6,467,735,415","0.00%","USA","Analyze"
"TWKS","Thoughtworks Holding, Inc","Common stocks","Mid cap","Information Technology","$6,441,340,341","0.00%","USA","Analyze"
"RUN","Sunrun Inc","Common stocks","Mid cap","Industrials","$6,433,880,978","0.00%","USA","Analyze"
"LFUS","Littelfuse Inc","Common stocks","Mid cap","Information Technology","$6,377,110,362","0.80%","USA","Analyze"
"IPGP","IPG Photonics Corp","Common stocks","Mid cap","Information Technology","$6,299,786,577","0.00%","USA","Analyze"
"CR","Crane","Common stocks","Mid cap","Industrials","$6,284,982,336","1.60%","USA","Analyze"
"NVAX","Novavax Inc","Common stocks","Mid cap","Health Care","$6,278,089,748","0.00%","USA","Analyze"
"TOL","Toll Brothers Inc","Common stocks","Mid cap","Consumer Discretionary","$6,266,112,580","1.27%","USA","Analyze"
"REYN","Reynolds Consumer Products Inc.","Common stocks","Mid cap","Consumer Staples","$6,242,335,073","3.06%","USA","Analyze"
"LPX","Louisiana Pacific Corp","Common stocks","Mid cap","Materials","$6,241,806,590","1.01%","USA","Analyze"
"HOG","Harley Davidson Inc","Common stocks","Mid cap","Consumer Discretionary","$6,209,081,000","1.50%","USA","Analyze"
"TPX","Tempur Sealy International Inc","Common stocks","Mid cap","Consumer Discretionary","$6,176,868,599","1.02%","USA","Analyze"
"GPK","Graphic Packaging Holding","Common stocks","Mid cap","Materials","$6,157,426,198","1.49%","USA","Analyze"
"CHPT","ChargePoint Holdings, Inc.","Common stocks","Mid cap","Industrials","$6,104,139,798","0.00%","USA","Analyze"
"SHC","Sotera Health Co","Common stocks","Mid cap","Health Care","$6,063,170,549","0.00%","USA","Analyze"
"GH","Guardant Health Inc","Common stocks","Mid cap","Health Care","$6,056,942,727","0.00%","USA","Analyze"
"NFG","National Fuel Gas","Common stocks","Mid cap","Utilities","$6,054,502,009","2.70%","USA","Analyze"
"COLM","Columbia Sportswear","Common stocks","Mid cap","Consumer Discretionary","$6,041,657,059","1.15%","USA","Analyze"
"LSTR","Landstar System Inc","Common stocks","Mid cap","Industrials","$6,038,008,206","0.59%","USA","Analyze"
"JHG","Janus Henderson Group Plc","Common stocks","Mid cap","Financials","$6,024,804,929","4.20%","USA","Analyze"
"RYN","Rayonier Inc","REITs","Mid cap","Real Estate","$5,971,775,938","2.60%","USA","Analyze"
"UNM","Unum Group","Common stocks","Mid cap","Financials","$5,969,553,830","3.95%","USA","Analyze"
"DINO","HF Sinclair Corporation","Common stocks","Mid cap","Energy","$5,967,485,281","0.97%","USA","Analyze"
"CW","Curtiss Wright Corp","Common stocks","Mid cap","Industrials","$5,934,403,634","0.46%","USA","Analyze"
"OMF","Onemain Holdings Inc","Common stocks","Mid cap","Financials","$5,933,233,208","6.42%","USA","Analyze"
"CLH","Clean Harbors Inc","Common stocks","Mid cap","Industrials","$5,919,266,285","0.00%","USA","Analyze"
"NVT","Nvent Electric Plc","Common stocks","Mid cap","Industrials","$5,917,316,527","1.95%","USA","Analyze"
"ACHC","Acadia Healthcare Company Inc","Common stocks","Mid cap","Health Care","$5,914,166,108","0.00%","USA","Analyze"
"OSH","Oak Street Health, Inc.","Common stocks","Mid cap","Health Care","$5,913,914,355","0.00%","USA","Analyze"
"CUZ","Cousins Properties Incorporated","REITs","Mid cap","Real Estate","$5,895,494,850","3.09%","USA","Analyze"
"SRC","Spirit Realty Capital, Inc","REITs","Mid cap","Real Estate","$5,895,469,039","5.37%","USA","Analyze"
"PVH","PVH Corp","Common stocks","Mid cap","Consumer Discretionary","$5,859,227,379","0.09%","USA","Analyze"
"ICUI","ICU Medical Inc","Common stocks","Mid cap","Health Care","$5,827,549,446","0.00%","USA","Analyze"
"ADT","ADT Inc.","Common stocks","Mid cap","Industrials","$5,806,360,196","1.84%","USA","Analyze"
"AMG","Affiliated Managers Group Inc","Common stocks","Mid cap","Financials","$5,799,722,968","0.03%","USA","Analyze"
"NTNX","Nutanix Inc Class A","Common stocks","Mid cap","Information Technology","$5,789,860,676","0.00%","USA","Analyze"
"SON","Sonoco Products","Common stocks","Mid cap","Materials","$5,745,816,204","3.04%","USA","Analyze"
"PPC","Pilgrims Pride Corp","Common stocks","Mid cap","Consumer Staples","$5,741,315,842","0.00%","USA","Analyze"
"DEI","Douglas Emmett, Inc","REITs","Mid cap","Real Estate","$5,728,506,067","3.39%","USA","Analyze"
"GPS","Gap Inc","Common stocks","Mid cap","Consumer Discretionary","$5,720,495,981","3.86%","USA","Analyze"
"INGR","Ingredion Inc","Common stocks","Mid cap","Consumer Staples","$5,718,121,737","2.98%","USA","Analyze"
"QS","QuantumScape Corporation Class A","Common stocks","Mid cap","Consumer Discretionary","$5,708,019,138","0.00%","USA","Analyze"
"ALGM","Allegro MicroSystems, Inc.","Common stocks","Mid cap","Information Technology","$5,596,225,225","0.00%","USA","Analyze"
"VVV","Valvoline Inc","Common stocks","Mid cap","Materials","$5,586,948,589","1.60%","USA","Analyze"
"IDA","IDACORP, Inc.","Common stocks","Mid cap","Utilities","$5,570,250,053","2.62%","USA","Analyze"
"CDK","CDK Global Inc","Common stocks","Mid cap","Information Technology","$5,546,078,666","1.26%","USA","Analyze"
"AXTA","Axalta Coating Systems Ltd","Common stocks","Mid cap","Materials","$5,532,492,134","0.00%","USA","Analyze"
"ESI","Element Solutions Inc.","Common stocks","Mid cap","Materials","$5,531,564,058","1.25%","USA","Analyze"
"UNVR","Univar Solutions, Inc.","Common stocks","Mid cap","Industrials","$5,515,008,169","0.00%","USA","Analyze"
"TMX","Terminix Global Holdings, Inc.","Common stocks","Mid cap","Consumer Discretionary","$5,507,491,359","0.00%","USA","Analyze"
"NCR","NCR Corp","Common stocks","Mid cap","Information Technology","$5,484,924,000","0.00%","USA","Analyze"
"OZK","Bank of the Ozarks","Common stocks","Mid cap","Financials","$5,469,757,193","2.54%","USA","Analyze"
"YETI","Yeti Holdings, Inc.","Common stocks","Mid cap","Consumer Discretionary","$5,461,162,745","0.00%","USA","Analyze"
"AMED","Amedisys Inc","Common stocks","Mid cap","Health Care","$5,430,494,044","0.00%","USA","Analyze"
"IAA","IAA, Inc.","Common stocks","Mid cap","Industrials","$5,417,081,077","0.00%","USA","Analyze"
"WTFC","Wintrust Financial Corp","Common stocks","Mid cap","Financials","$5,409,523,213","1.34%","USA","Analyze"
"MRVI","Maravai LifeSciences Holdings, Inc","Common stocks","Mid cap","Health Care","$5,380,545,593","0.00%","USA","Analyze"
"ASH","Ashland Global Inc","Common stocks","Mid cap","Materials","$5,374,742,080","1.26%","USA","Analyze"
"MSA","MSA Safety Inc","Common stocks","Mid cap","Industrials","$5,366,013,357","1.28%","USA","Analyze"
"HBI","Hanesbrands Inc","Common stocks","Mid cap","Consumer Discretionary","$5,365,719,760","3.85%","USA","Analyze"
"FLO","Flowers Foods Inc","Common stocks","Mid cap","Consumer Staples","$5,358,222,635","3.28%","USA","Analyze"
"NATI","National Instruments Corp","Common stocks","Mid cap","Information Technology","$5,355,002,141","2.66%","USA","Analyze"
"HHC","Howard Hughes Corp","Common stocks","Mid cap","Real Estate","$5,348,404,140","0.00%","USA","Analyze"
"SKX","Skechers USA Inc","Common stocks","Mid cap","Consumer Discretionary","$5,346,194,436","0.00%","USA","Analyze"
"FCN","FTI Consulting Inc","Common stocks","Mid cap","Industrials","$5,329,648,197","0.00%","USA","Analyze"
"IART","Integra Lifesciences Holdings Corp","Common stocks","Mid cap","Health Care","$5,329,635,060","0.00%","USA","Analyze"
"SLG","SL Green Realty Corp","REITs","Mid cap","Real Estate","$5,315,733,811","4.37%","USA","Analyze"
"AMBP","Ardagh Metal Packaging S.A.","Common stocks","Mid cap","Materials","$5,309,016,126","0.00%","Luxembourg","Analyze"
"ATUS","Altice USA, Inc. Class A","Common stocks","Mid cap","Communication Services","$5,305,807,640","0.00%","USA","Analyze"
"PACW","Pacwest Bancorp","Common stocks","Mid cap","Financials","$5,261,788,231","2.21%","USA","Analyze"
"MDU","MDU Resources Group Inc","Common stocks","Mid cap","Industrials","$5,238,315,062","3.30%","USA","Analyze"
"PRI","Primerica Inc","Common stocks","Mid cap","Financials","$5,234,340,978","1.46%","USA","Analyze"
"MAN","Manpower Inc","Common stocks","Mid cap","Industrials","$5,206,454,598","2.57%","USA","Analyze"
"EXP","Eagle Materials Inc","Common stocks","Mid cap","Materials","$5,205,620,760","0.76%","USA","Analyze"
"SLM","Sallie Mae","Common stocks","Mid cap","Financials","$5,205,090,640","1.50%","USA","Analyze"
"DTM","DT Midstream, Inc.","Common stocks","Mid cap","Energy","$5,198,914,328","2.29%","USA","Analyze"
"NYCB","New York Community Bancorp","Common stocks","Mid cap","Financials","$5,197,539,244","5.98%","USA","Analyze"
"SRCL","Stericycle Inc","Common stocks","Mid cap","Industrials","$5,192,194,010","0.00%","USA","Analyze"
"MNDT","Mandiant, Inc.","Common stocks","Mid cap","Information Technology","$5,167,575,065","0.00%","USA","Analyze"
"VMI","Valmont Inds Inc","Common stocks","Mid cap","Industrials","$5,163,486,344","0.82%","USA","Analyze"
"THG","Hanover Insurance Group Inc","Common stocks","Mid cap","Financials","$5,153,052,261","1.98%","USA","Analyze"
"OPEN","Opendoor Technologies Inc","Common stocks","Mid cap","Real Estate","$5,140,891,743","0.00%","USA","Analyze"
"TDC","Teradata Corp","Common stocks","Mid cap","Information Technology","$5,129,935,000","0.00%","USA","Analyze"
"PRGO","Perrigo Plc","Common stocks","Mid cap","Health Care","$5,118,603,234","2.54%","USA","Analyze"
"SAIC","Science Applications International","Common stocks","Mid cap","Industrials","$5,061,518,557","2.07%","USA","Analyze"
"PYCR","Paycor HCM Inc","Common stocks","Mid cap","Information Technology","$5,052,947,814","0.00%","USA","Analyze"
"VRT","Vertiv Holdings, LLC Class A","Common stocks","Mid cap","Industrials","$5,038,292,318","0.07%","USA","Analyze"
"NRZ","New Residential Investment Corp","Mortgage REITs","Mid cap","Financials","$5,003,648,612","8.14%","USA","Analyze"
"IONS","Ionis Pharmaceuticals Inc","Common stocks","Mid cap","Health Care","$4,994,527,627","0.00%","USA","Analyze"
"TNL","Travel & Leisure Co.","Common stocks","Mid cap","Consumer Discretionary","$4,994,458,984","2.29%","USA","Analyze"
"WIX","Wix.Com Ltd","Common stocks","Mid cap","Information Technology","$4,971,342,967","0.00%","Israel","Analyze"
"SLGN","Silgan Holdings Inc","Common stocks","Mid cap","Materials","$4,967,356,203","1.28%","USA","Analyze"
"LEG","Leggett & Platt Inc","Common stocks","Mid cap","Consumer Discretionary","$4,945,955,407","4.47%","USA","Analyze"
"BWXT","BWX Technologies Inc","Common stocks","Mid cap","Industrials","$4,936,484,186","1.56%","USA","Analyze"
"SPR","Spirit Aerosystems Inc","Common stocks","Mid cap","Industrials","$4,925,962,412","0.09%","USA","Analyze"
"DLB","Dolby Laboratories Inc Class A","Common stocks","Mid cap","Information Technology","$4,902,928,323","1.25%","USA","Analyze"
"MCW","Mister Car Wash, Inc.","Common stocks","Mid cap","Consumer Discretionary","$4,867,475,886","0.00%","USA","Analyze"
"MRTX","Mirati Therapeutics Inc","Common stocks","Mid cap","Health Care","$4,864,655,842","0.00%","USA","Analyze"
"HXL","Hexcel Corp","Common stocks","Mid cap","Industrials","$4,854,520,388","0.17%","USA","Analyze"
"RARE","Ultragenyx Pharmaceutical Inc","Common stocks","Mid cap","Health Care","$4,841,669,530","0.00%","USA","Analyze"
"AL","Air Lease Corp","Common stocks","Mid cap","Industrials","$4,802,278,798","1.63%","USA","Analyze"
"CRUS","Cirrus Logic Inc","Common stocks","Mid cap","Information Technology","$4,798,562,062","0.00%","USA","Analyze"
"CC","Chemours Company","Common stocks","Mid cap","Materials","$4,793,515,464","3.28%","USA","Analyze"
"QDEL","Quidel Corp","Common stocks","Mid cap","Health Care","$4,791,737,483","0.00%","USA","Analyze"
"THO","Thor Industries Inc","Common stocks","Mid cap","Consumer Discretionary","$4,791,483,345","1.92%","USA","Analyze"
"WEN","Wendys","Common stocks","Mid cap","Consumer Discretionary","$4,791,038,877","2.07%","USA","Analyze"
"DRVN","Driven Brands Holdings Inc.","Common stocks","Mid cap","Industrials","$4,756,933,490","0.00%","USA","Analyze"
"H","Hyatt Hotels Corp Class A","Common stocks","Mid cap","Consumer Discretionary","$4,744,005,042","0.00%","USA","Analyze"
"GTES","Gates Industrial Corporation Plc","Common stocks","Mid cap","Industrials","$4,731,457,367","0.00%","USA","Analyze"
"AXS","Axis Capital Holdings Ltd","Common stocks","Mid cap","Financials","$4,703,984,579","3.01%","USA","Analyze"
"TKR","Timken","Common stocks","Mid cap","Industrials","$4,680,913,895","1.91%","USA","Analyze"
"HIW","Highwoods Properties, Inc","REITs","Mid cap","Real Estate","$4,679,266,916","4.37%","USA","Analyze"
"JBLU","Jetblue Airways Corp","Common stocks","Mid cap","Industrials","$4,671,588,966","0.00%","USA","Analyze"
"TFSL","TFS Financial Corp","Common stocks","Mid cap","Financials","$4,625,610,255","6.69%","USA","Analyze"
"SEB","Seaboard Corp","Common stocks","Mid cap","Consumer Staples","$4,611,786,575","0.23%","USA","Analyze"
"CHGG","Chegg Inc","Common stocks","Mid cap","Consumer Discretionary","$4,548,439,838","0.00%","USA","Analyze"
"R","Ryder System Inc","Common stocks","Mid cap","Industrials","$4,533,167,693","2.70%","USA","Analyze"
"HE","Hawaiian Electric Industries Inc","Common stocks","Mid cap","Utilities","$4,523,290,587","3.27%","USA","Analyze"
"EVR","Evercore Inc. Class A","Common stocks","Mid cap","Financials","$4,520,910,640","2.29%","USA","Analyze"
"VSCO","Victorias Secret & Co.","Common stocks","Mid cap","Consumer Discretionary","$4,511,149,704","0.00%","USA","Analyze"
"PK","Park Hotels & Resorts Inc","REITs","Mid cap","Real Estate","$4,495,206,675","0.05%","USA","Analyze"
"AZEK","The AZEK Company Inc. Class A","Common stocks","Mid cap","Industrials","$4,477,573,885","0.00%","USA","Analyze"
"MTG","MGIC Investment Corp","Common stocks","Mid cap","Financials","$4,453,187,114","2.11%","USA","Analyze"
"FRPT","Freshpet Inc","Common stocks","Mid cap","Consumer Staples","$4,446,205,613","0.00%","USA","Analyze"
"WOOF","Petco Health and Wellness Company, Inc. - Class A","Common stocks","Mid cap","Consumer Discretionary","$4,439,520,278","0.00%","USA","Analyze"
"FLS","Flowserve Corp","Common stocks","Mid cap","Industrials","$4,411,498,002","2.34%","USA","Analyze"
"INFA","Informatica Inc.","Common stocks","Mid cap","Information Technology","$4,409,050,394","0.00%","USA","Analyze"
"NCNO","nCino, Inc.","Common stocks","Mid cap","Information Technology","$4,401,130,496","0.00%","USA","Analyze"
"AWI","Armstrong World Industries Inc","Common stocks","Mid cap","Industrials","$4,394,352,366","0.95%","USA","Analyze"
"HRB","H&R Block Inc","Common stocks","Mid cap","Consumer Discretionary","$4,383,297,302","3.99%","USA","Analyze"
"NEWR","New Relic Inc","Common stocks","Mid cap","Information Technology","$4,342,346,214","0.00%","USA","Analyze"
"PINC","Premier Inc Class A","Common stocks","Mid cap","Health Care","$4,327,472,332","2.16%","USA","Analyze"
"DV","DoubleVerify Holdings, Inc.","Common stocks","Mid cap","Information Technology","$4,287,512,229","0.00%","USA","Analyze"
"UMPQ","Umpqua Holdings Corp","Common stocks","Mid cap","Financials","$4,287,041,700","4.18%","USA","Analyze"
"AVT","Avnet Inc","Common stocks","Mid cap","Information Technology","$4,286,093,507","2.20%","USA","Analyze"
"JWN","Nordstrom Inc","Common stocks","Mid cap","Consumer Discretionary","$4,283,039,764","0.00%","USA","Analyze"
"NCLH","Norwegian Cruise Line Holdings Ltd","Common stocks","Mid cap","Consumer Discretionary","$4,276,510,000","0.00%","USA","Analyze"
"JAMF","Jamf Holding Corp.","Common stocks","Mid cap","Information Technology","$4,276,302,241","0.00%","USA","Analyze"
"SWCH","Switch, Inc. Class A","Common stocks","Mid cap","Information Technology","$4,272,366,134","0.72%","USA","Analyze"
"KEX","Kirby Corp","Common stocks","Mid cap","Industrials","$4,256,210,700","0.00%","USA","Analyze"
"MSP","Datto Holding Corp.","Common stocks","Mid cap","Information Technology","$4,224,612,488","0.00%","USA","Analyze"
"POST","Post Holdings Inc","Common stocks","Mid cap","Consumer Staples","$4,220,679,485","0.00%","USA","Analyze"
"SAM","Boston Beer Inc Class A","Common stocks","Mid cap","Consumer Staples","$4,106,889,411","0.00%","USA","Analyze"
"HAYW","Hayward Holdings, Inc.","Common stocks","Mid cap","Consumer Discretionary","$4,096,930,782","0.00%","USA","Analyze"
"HPP","Hudson Pacific Properties, Inc","REITs","Mid cap","Real Estate","$4,095,572,403","3.67%","USA","Analyze"
"FNB","FNB Corp","Common stocks","Mid cap","Financials","$4,095,034,339","3.68%","USA","Analyze"
"AGO","Assured Guaranty Ltd","Common stocks","Mid cap","Financials","$3,999,010,867","1.49%","USA","Analyze"
"CNM","Core & Main, Inc.","Common stocks","Mid cap","Industrials","$3,992,074,995","0.00%","USA","Analyze"
"LAZ","Lazard, LTD.","Common stocks","Mid cap","Financials","$3,979,515,351","5.24%","USA","Analyze"
"CRI","Carters Inc","Common stocks","Mid cap","Consumer Discretionary","$3,957,681,867","2.20%","USA","Analyze"
"VNT","Vontier Corporation","Common stocks","Mid cap","Information Technology","$3,946,113,747","0.41%","USA","Analyze"
"LESL","Leslies, Inc.","Common stocks","Mid cap","Consumer Discretionary","$3,924,597,466","0.00%","USA","Analyze"
"VIRT","Virtu Financial Inc Class A","Common stocks","Mid cap","Financials","$3,899,510,258","2.65%","USA","Analyze"
"BHF","Brighthouse Financial","Common stocks","Mid cap","Financials","$3,883,630,496","0.00%","USA","Analyze"
"EPR","EPR Properties","REITs","Mid cap","Real Estate","$3,863,851,493","3.81%","USA","Analyze"
"ALSN","Allison Transmission Holdings Inc","Common stocks","Mid cap","Industrials","$3,854,074,668","1.96%","USA","Analyze"
"SPB","Spectrum Brands Holdings Inc","Common stocks","Mid cap","Consumer Staples","$3,788,866,429","1.80%","USA","Analyze"
"MSM","MSC Industrial Inc Class A","Common stocks","Mid cap","Industrials","$3,788,375,615","3.68%","USA","Analyze"
"AYX","Alteryx Inc Class A","Common stocks","Mid cap","Information Technology","$3,786,982,557","0.00%","USA","Analyze"
"NTRA","Natera Inc","Common stocks","Mid cap","Health Care","$3,783,511,688","0.00%","USA","Analyze"
"MRCY","Mercury Systems Inc","Common stocks","Mid cap","Industrials","$3,734,397,803","0.00%","USA","Analyze"
"CVAC","CureVac N.V.","Common stocks","Mid cap","Health Care","$3,723,316,522","0.00%","Germany","Analyze"
"HLF","Herbalife Ltd","Common stocks","Mid cap","Consumer Staples","$3,713,482,224","0.00%","USA","Analyze"
"FHB","First Hawaiian Inc","Common stocks","Mid cap","Financials","$3,688,368,619","3.56%","USA","Analyze"
"SIX","Six Flags Entertainment Corp","Common stocks","Mid cap","Consumer Discretionary","$3,679,927,547","0.00%","USA","Analyze"
"JBGS","JBG Smith Properties","REITs","Mid cap","Real Estate","$3,661,650,396","3.09%","USA","Analyze"
"VSAT","Viasat Inc","Common stocks","Mid cap","Information Technology","$3,638,563,586","0.00%","USA","Analyze"
"STNE","Stoneco Ltd. - Class A","Common stocks","Mid cap","Information Technology","$3,604,125,402","0.00%","Brazil","Analyze"
"SABR","Sabre Corp","Common stocks","Mid cap","Information Technology","$3,461,779,153","0.00%","USA","Analyze"
"LOPE","Grand Canyon Education Inc","Common stocks","Mid cap","Consumer Discretionary","$3,449,301,917","0.00%","USA","Analyze"
"KMPR","Kemper Corp","Common stocks","Mid cap","Financials","$3,447,461,212","2.27%","USA","Analyze"
"BOH","Bank Of Hawaii Corp.","Common stocks","Mid cap","Financials","$3,432,908,867","3.21%","USA","Analyze"
"NEU","Newmarket Corp","Common stocks","Mid cap","Materials","$3,383,830,336","2.48%","USA","Analyze"
"CERT","Certara, Inc.","Common stocks","Mid cap","Health Care","$3,366,043,544","0.00%","USA","Analyze"
"MSGS","Madison Square Garden Sports Corp. Class A","Common stocks","Mid cap","Communication Services","$3,345,490,990","0.00%","USA","Analyze"
"FL","Foot Locker Inc","Common stocks","Mid cap","Consumer Discretionary","$3,245,916,061","3.07%","USA","Analyze"
"TRIP","TripAdvisor Inc","Common stocks","Mid cap","Communication Services","$3,194,661,435","0.00%","USA","Analyze"
"XRX","Xerox Corp","Common stocks","Mid cap","Information Technology","$3,144,290,423","2.47%","USA","Analyze"
"FOUR","Shift4 Payments, Inc. Class A","Common stocks","Mid cap","Information Technology","$3,144,219,965","0.00%","USA","Analyze"
"WTM","White Mountains Insurance Group Ltd","Common stocks","Mid cap","Financials","$3,139,758,300","0.10%","USA","Analyze"
"ADS","Alliance Data Systems Corp","Common stocks","Mid cap","Information Technology","$3,123,257,569","1.21%","USA","Analyze"
"HAIN","Hain Celestial Group Inc","Common stocks","Mid cap","Consumer Staples","$3,074,082,909","0.00%","USA","Analyze"
"GO","Grocery Outlet Holding Corp.","Common stocks","Mid cap","Consumer Staples","$3,048,165,881","0.00%","USA","Analyze"
"SGFY","Signify Health, Inc.","Common stocks","Mid cap","Health Care","$3,017,880,728","0.00%","USA","Analyze"
"FIGS","FIGS, Inc.","Common stocks","Mid cap","Health Care","$2,982,861,608","0.00%","USA","Analyze"
"MCY","Mercury General Corp","Common stocks","Mid cap","Financials","$2,961,783,450","4.66%","USA","Analyze"
"KD","Kyndryl Holdings, Inc.","Common stocks","Mid cap","Information Technology","$2,932,541,715","0.00%","USA","Analyze"
"DCT","Duck Creek Technologies","Common stocks","Mid cap","Information Technology","$2,857,252,594","0.00%","USA","Analyze"
"LZ","LegalZoom.com, Inc.","Common stocks","Mid cap","Industrials","$2,784,299,233","0.00%","USA","Analyze"
"OLLI","Ollies Bargain Outlet Holdings Inc","Common stocks","Mid cap","Consumer Discretionary","$2,708,697,612","0.00%","USA","Analyze"
